Air temperature [K],Torque [Nm],Tool wear [min],Failure Type
299.9,47.0,150,0
297.1,42.5,146,0
299.1,36.6,62,0
302.2,31.6,62,0
300.7,48.2,128,0
300.8,32.9,82,0
296.8,31.8,76,0
299.0,34.3,48,0
299.3,38.0,151,0
304.1,39.9,88,0
302.3,52.2,165,0
297.4,32.8,85,0
302.6,52.0,154,3
299.0,33.5,154,0
299.5,24.0,151,0
302.3,42.3,159,0
300.7,29.6,47,0
300.5,24.6,143,0
300.3,31.8,156,0
298.7,45.5,28,0
301.6,40.4,13,0
301.4,46.9,27,0
300.8,32.9,151,0
300.5,48.6,208,0
302.0,37.4,96,0
298.5,40.3,103,0
300.2,43.0,137,0
299.9,59.3,163,0
298.9,33.5,175,0
297.2,14.0,166,0
300.7,40.0,0,0
298.0,23.6,120,0
297.6,46.6,54,0
299.0,47.5,123,0
300.7,20.7,109,0
298.4,38.8,128,0
303.3,49.8,120,0
299.2,46.8,2,0
297.6,40.6,42,0
301.1,30.7,76,0
298.0,46.2,122,0
301.7,56.9,47,0
298.2,45.1,193,0
301.1,38.7,55,0
300.9,40.6,131,0
300.8,29.2,149,0
300.2,44.0,144,0
300.7,37.1,113,0
300.7,28.9,100,0
298.6,46.6,44,0
297.4,52.4,76,0
303.3,33.3,72,0
299.4,35.7,75,0
297.9,71.6,31,1
298.9,46.4,2,0
296.4,19.1,80,0
297.8,40.1,166,0
297.5,53.6,194,0
300.9,39.1,17,0
302.2,46.4,94,0
299.1,45.6,44,0
302.6,39.9,184,0
300.4,43.9,75,0
299.6,33.8,133,0
299.0,36.1,127,0
302.6,28.7,180,5
299.8,47.4,57,0
299.3,38.8,30,0
299.2,30.6,12,0
295.7,40.6,103,0
296.2,41.7,3,0
298.8,25.0,57,0
298.3,36.9,20,0
303.7,46.6,119,0
300.9,23.6,122,0
301.3,39.5,18,0
296.8,36.4,126,0
300.5,41.7,97,0
298.9,28.8,56,0
300.7,62.5,36,0
303.5,49.3,93,3
295.9,41.1,113,0
300.1,55.9,55,0
299.3,45.5,123,0
300.7,34.4,57,0
299.6,39.2,83,0
302.0,35.2,171,0
297.3,38.5,47,0
297.3,59.6,207,1
299.7,39.1,176,0
301.6,36.1,208,0
298.4,37.6,188,0
300.6,40.2,96,0
298.7,59.1,125,0
298.7,35.2,159,0
300.8,28.3,211,0
298.6,41.6,118,0
300.8,38.7,44,0
300.6,50.8,182,0
298.0,30.7,106,0
299.3,45.6,34,0
298.8,53.9,135,0
303.4,30.6,67,0
300.4,34.9,115,0
303.5,30.1,98,0
298.5,34.0,205,0
300.8,25.7,109,0
300.3,45.9,53,0
298.1,33.9,85,0
300.6,37.9,24,0
298.7,38.5,208,0
297.3,37.7,155,0
303.9,24.3,158,0
299.3,47.3,25,0
300.6,52.3,23,0
301.3,41.6,9,0
301.0,58.4,162,0
298.4,30.9,111,0
302.5,32.6,174,0
300.7,29.0,17,0
300.9,47.3,25,0
301.4,47.6,176,0
298.9,43.8,124,0
302.1,35.1,57,0
300.0,34.5,71,0
300.6,39.2,2,0
299.0,48.3,91,0
297.5,28.1,107,0
300.2,35.3,138,0
297.9,37.8,120,0
301.0,25.1,166,0
297.5,48.5,19,0
298.3,41.7,170,0
301.6,45.2,155,0
302.4,54.3,165,3
299.9,49.6,50,0
299.0,45.9,47,0
300.8,47.7,82,0
300.9,50.0,214,0
300.3,34.7,142,0
301.4,43.2,133,0
298.2,29.3,91,0
303.0,37.3,176,0
295.8,45.5,76,0
297.8,35.8,190,0
298.9,36.6,129,0
302.3,21.9,27,0
298.5,26.7,118,0
302.3,53.9,74,0
298.3,34.2,141,0
298.9,37.7,159,0
303.7,31.2,144,0
300.2,30.5,43,0
301.4,42.3,48,0
300.7,37.1,58,0
301.2,41.2,82,0
303.4,35.7,56,0
297.3,40.0,125,0
300.5,48.2,82,0
297.7,51.9,77,0
299.7,60.0,186,0
300.7,36.0,14,0
300.7,46.6,103,0
302.6,51.0,106,0
298.9,48.9,185,0
302.2,43.6,0,0
302.5,29.5,35,0
300.6,53.2,179,0
300.3,40.7,105,0
302.6,33.0,15,0
301.3,21.9,189,0
303.8,46.9,154,0
300.1,46.2,28,0
298.0,48.2,204,0
298.2,31.0,84,0
297.5,28.1,15,0
300.8,54.9,168,0
300.8,31.8,21,0
300.8,36.2,167,0
303.4,30.1,182,0
301.7,39.2,192,0
297.4,45.6,193,0
301.8,37.8,59,0
297.9,36.0,161,0
300.7,43.4,80,0
302.0,32.9,94,0
296.3,42.0,196,0
302.2,36.1,0,0
299.6,27.8,161,0
299.7,38.0,139,0
298.9,38.8,213,0
300.7,46.4,24,0
300.2,48.2,175,0
300.0,35.4,120,0
302.0,30.9,146,0
303.5,39.2,24,0
300.4,44.7,192,0
298.3,33.8,171,0
297.5,48.6,27,0
298.6,37.8,54,0
298.1,35.3,159,0
302.2,25.0,116,0
297.6,50.4,2,0
302.3,53.0,181,0
301.7,34.7,181,0
300.0,32.1,150,0
302.2,36.8,82,0
296.8,25.2,148,0
298.3,43.4,172,0
303.3,30.7,142,0
296.6,62.3,100,1
301.4,38.3,95,0
299.1,31.0,129,0
300.2,38.7,45,0
300.7,44.0,155,0
300.3,26.4,169,0
301.2,29.1,195,0
296.9,35.9,177,0
297.5,35.8,44,0
297.6,43.4,154,0
297.5,44.9,198,0
302.2,33.0,166,0
296.9,48.3,22,0
301.1,24.8,47,0
295.7,49.8,151,0
300.0,38.8,27,0
296.8,32.8,142,0
297.2,33.3,207,0
300.6,50.4,64,0
300.2,33.4,183,0
301.9,38.9,193,0
300.7,46.5,186,0
302.2,58.6,102,0
303.7,33.3,182,0
301.0,41.9,33,0
297.3,36.9,206,0
297.4,45.8,43,0
299.4,22.9,76,0
301.9,51.6,184,0
298.1,39.3,151,0
298.0,33.3,121,0
301.5,39.3,119,0
298.0,34.8,40,0
300.7,54.3,80,0
298.2,57.3,28,0
301.0,46.1,79,0
297.7,43.7,2,0
302.2,47.2,202,0
300.2,60.7,15,0
302.2,32.1,42,0
303.7,26.4,190,0
300.2,22.6,86,0
300.9,46.4,129,0
300.9,42.4,131,0
300.2,44.5,179,0
297.7,27.4,176,0
298.1,38.3,81,0
300.5,34.5,155,0
298.8,37.1,99,0
297.5,36.1,98,0
302.8,43.2,203,0
297.6,39.2,12,0
302.6,42.7,75,0
299.1,39.0,75,0
302.6,34.2,14,0
300.8,31.6,52,0
296.9,37.9,27,0
299.1,40.3,0,0
299.3,36.3,211,0
301.9,46.0,29,0
298.5,44.0,44,0
300.7,52.1,107,0
298.0,29.1,169,0
301.1,31.0,108,0
302.9,24.6,128,0
297.7,15.6,186,0
300.8,46.5,7,0
298.7,40.6,162,0
301.2,41.4,131,0
296.7,47.5,37,0
297.9,46.2,6,0
300.9,50.4,131,0
298.9,40.4,61,0
300.8,32.8,40,0
301.9,46.2,26,0
302.9,21.2,23,0
300.3,41.5,172,0
298.7,36.7,197,0
302.7,41.8,10,3
299.0,30.8,98,0
299.8,29.2,148,0
299.0,39.6,212,0
297.8,56.3,174,0
299.7,25.5,129,0
300.2,42.9,212,0
300.7,24.3,24,0
300.8,36.0,59,0
302.6,21.9,200,0
296.2,53.4,203,0
302.0,35.2,4,0
302.4,38.4,132,0
302.9,55.0,12,5
302.1,45.1,6,3
297.4,48.0,117,0
301.5,20.2,124,0
297.6,40.2,231,0
298.8,31.9,49,0
298.6,45.1,176,0
301.9,12.1,31,1
300.2,29.9,75,0
297.4,29.1,163,0
296.2,34.8,8,0
299.2,30.4,180,0
301.3,36.1,163,0
298.9,27.6,103,0
302.6,56.5,168,0
298.4,47.1,101,0
301.2,27.0,151,0
303.5,42.2,170,0
298.2,43.8,142,0
303.4,34.9,189,0
297.2,37.8,3,0
302.9,26.9,209,0
302.3,47.7,70,0
302.3,36.4,114,0
300.7,43.7,217,0
297.2,53.0,39,0
298.9,41.4,80,0
299.2,51.3,96,0
302.2,36.4,100,0
299.2,38.8,156,0
301.5,23.2,122,0
300.1,49.1,23,0
298.3,3.8,57,1
301.3,48.3,78,0
300.9,56.5,120,0
304.1,48.0,126,0
302.4,52.0,57,0
301.5,14.2,126,0
298.8,49.3,42,0
302.5,29.2,49,0
298.2,48.1,183,0
297.8,23.0,176,0
301.4,37.1,41,0
299.2,48.9,238,2
298.8,45.5,64,0
300.2,49.2,195,0
299.9,53.9,33,0
299.5,40.2,156,0
298.1,48.8,156,0
301.7,26.7,33,0
302.1,35.1,142,0
298.8,40.4,169,0
297.4,45.1,63,0
300.6,39.5,87,0
301.1,25.9,131,0
300.4,50.7,122,0
298.8,48.2,164,0
302.4,46.6,110,0
302.4,40.1,41,0
297.3,41.5,108,0
303.9,62.9,130,0
299.8,36.6,191,0
301.1,43.4,54,0
299.0,23.3,73,0
299.1,38.4,146,0
301.3,35.1,204,0
298.0,44.1,204,0
302.5,14.7,198,0
300.9,25.5,114,0
298.1,49.1,135,0
302.1,34.1,215,0
301.3,52.7,106,0
300.8,25.7,150,0
298.9,25.9,174,0
304.4,33.5,5,0
300.6,54.7,52,0
301.1,42.5,185,0
302.7,36.9,28,0
300.1,31.6,19,0
303.7,52.7,46,0
302.1,48.0,13,0
299.8,31.0,139,0
298.2,36.0,92,0
300.1,54.0,26,0
300.0,28.3,48,0
301.0,55.3,98,0
301.0,40.3,117,0
298.8,53.5,28,0
300.6,37.0,91,0
298.5,48.5,33,0
298.0,55.7,214,0
298.2,38.2,61,0
298.2,34.5,127,0
298.3,25.9,181,0
300.9,20.2,105,0
302.4,43.7,81,0
301.1,41.0,99,0
302.1,37.6,171,0
298.2,33.8,106,0
300.5,38.9,214,4
300.3,45.4,181,0
301.9,34.1,155,0
299.2,30.6,160,0
302.3,34.4,127,0
298.0,46.5,182,0
300.5,47.8,156,0
304.3,43.8,41,0
298.8,41.1,128,0
299.8,51.9,89,0
302.4,40.4,192,0
302.1,62.4,101,3
301.4,39.3,174,0
297.0,33.3,141,0
300.0,23.3,2,0
297.9,36.6,20,0
298.2,25.5,26,0
303.1,40.1,107,0
297.5,42.2,22,0
300.6,42.8,124,0
300.3,57.9,204,0
302.3,33.5,104,0
301.0,41.8,19,0
302.1,24.6,171,0
298.7,33.5,70,0
302.3,33.4,62,0
297.2,43.0,202,0
302.6,45.5,173,0
300.7,46.8,56,0
300.6,33.9,100,0
304.3,36.7,194,0
300.5,32.3,64,0
299.3,32.9,172,0
297.4,41.5,213,0
302.5,55.5,101,3
300.0,41.9,96,0
297.1,38.2,150,0
298.3,30.6,127,0
298.8,47.3,10,0
303.5,46.5,62,3
297.7,27.7,96,0
300.7,24.2,77,0
299.0,33.2,144,0
301.1,29.1,170,0
297.8,31.3,124,0
298.9,4.6,143,1
296.6,52.6,101,0
304.2,32.2,91,0
301.3,39.0,72,0
300.1,39.7,24,0
299.7,36.8,174,0
303.6,27.9,160,0
298.0,45.2,55,0
300.7,51.7,160,0
297.6,34.2,66,0
299.7,36.4,135,0
300.7,51.3,155,0
303.9,51.6,121,0
304.2,40.0,154,0
300.2,31.1,31,0
300.3,37.0,114,0
298.3,40.6,176,0
301.7,40.3,21,0
299.2,50.0,144,0
299.8,33.7,172,0
301.8,37.7,64,0
299.4,46.6,185,0
300.8,38.2,50,0
301.8,44.6,142,0
295.5,39.2,167,0
300.4,30.8,196,0
298.7,41.5,83,0
297.4,50.4,70,0
299.6,53.2,120,0
299.3,24.8,196,0
299.6,48.3,25,0
299.6,45.9,133,0
299.9,38.5,148,0
298.5,33.7,150,0
301.0,46.3,62,0
303.0,19.9,102,0
300.1,42.3,92,0
299.0,40.1,13,0
299.8,27.0,173,0
301.3,53.6,94,0
298.6,42.5,16,0
300.9,18.8,30,0
300.1,43.5,17,0
302.6,20.7,137,0
302.9,54.4,136,0
298.3,31.8,8,0
303.4,30.8,37,0
299.9,38.4,144,0
302.3,34.3,139,0
302.3,37.3,107,0
301.3,47.7,84,0
300.7,32.4,213,0
301.7,32.8,206,0
301.9,34.3,106,0
298.0,40.2,197,0
302.3,22.9,55,0
299.0,42.8,104,0
297.1,34.6,208,0
297.6,47.7,209,0
297.8,56.9,6,0
298.4,36.9,3,0
298.9,25.7,51,0
297.6,53.9,132,0
295.5,35.1,129,0
298.9,27.2,114,0
303.7,28.5,132,0
300.9,49.0,61,0
299.0,45.2,27,0
301.3,36.9,206,0
302.4,54.8,155,3
298.4,38.1,106,0
303.7,37.4,103,0
296.8,36.7,135,0
298.4,46.4,128,0
298.7,35.5,0,0
302.3,48.9,28,0
300.7,52.0,193,0
297.4,29.4,119,0
299.7,21.0,201,0
302.5,39.2,144,0
301.5,28.7,106,0
302.4,34.3,149,0
302.8,39.4,22,0
298.3,27.3,168,0
297.3,47.5,27,0
298.4,31.7,117,0
296.1,38.5,14,0
301.6,34.1,56,0
303.7,38.8,182,0
300.3,58.7,130,0
301.7,41.1,89,0
295.6,42.7,171,0
300.8,49.0,10,0
298.4,32.4,109,0
300.7,58.2,204,0
301.0,54.9,69,0
299.1,42.1,74,0
300.4,36.4,53,0
298.8,37.0,11,0
301.0,34.0,192,0
301.1,48.2,106,0
300.2,53.5,132,0
301.8,61.0,182,3
300.0,29.0,216,4
301.5,53.2,69,0
300.2,27.0,22,0
302.4,46.4,125,0
300.8,41.7,115,0
299.0,29.7,89,0
301.8,13.9,205,1
298.4,35.0,99,0
297.9,36.7,4,0
299.9,50.0,55,0
300.7,46.3,84,0
303.5,21.6,60,0
301.2,47.8,90,0
298.1,36.0,56,0
298.5,36.3,71,0
302.5,43.7,39,0
304.3,24.9,39,0
300.8,20.7,5,0
301.5,36.7,118,0
301.0,37.5,193,0
300.7,46.7,36,0
300.1,49.1,33,0
301.1,35.0,208,0
300.8,29.0,113,0
298.8,52.7,74,0
300.1,38.0,46,0
298.3,49.8,133,0
302.3,38.3,5,0
299.6,31.1,191,0
297.1,26.9,183,0
297.5,28.9,0,0
302.2,49.2,134,3
301.3,40.7,178,0
300.8,39.1,79,0
303.9,36.0,142,0
302.7,58.6,2,0
296.9,31.1,11,0
296.1,31.0,41,0
300.8,22.2,53,0
300.6,44.1,244,0
302.4,38.5,142,0
301.1,35.3,172,0
300.9,34.3,130,0
298.3,51.4,21,0
296.8,46.5,121,0
300.8,40.1,87,0
299.0,37.3,70,0
297.1,37.3,181,0
301.3,18.7,190,0
296.8,56.5,5,0
302.0,23.4,188,0
302.2,34.0,28,0
299.2,22.7,86,0
302.0,55.7,157,0
299.8,27.5,128,0
298.2,29.4,47,0
303.5,34.5,110,0
300.7,30.7,161,0
303.4,58.9,22,0
302.4,36.2,115,0
299.1,31.0,69,0
298.9,27.3,58,0
303.3,56.8,187,3
302.2,53.7,140,0
298.1,41.8,79,0
299.2,42.5,54,0
303.7,31.7,40,0
300.3,44.9,69,0
300.9,51.6,212,0
302.2,37.7,79,0
301.1,37.0,165,0
302.4,46.8,95,0
297.5,38.2,117,0
301.5,27.9,135,0
300.7,46.1,15,0
300.6,36.2,166,0
300.9,41.0,181,0
300.1,27.3,118,0
296.6,25.8,72,0
302.5,60.1,167,0
303.6,20.9,2,0
302.7,35.7,38,0
299.3,60.6,44,0
301.2,41.2,155,0
298.0,37.7,49,0
301.9,34.8,71,0
299.6,35.3,77,0
299.0,31.9,42,0
300.8,32.2,12,0
300.5,41.8,39,0
300.7,35.6,198,0
297.9,43.2,97,0
301.7,48.1,12,0
300.8,46.6,19,0
297.4,53.6,103,0
304.2,54.5,75,0
300.2,30.5,142,0
300.9,43.4,126,0
297.6,39.7,34,0
299.8,35.2,163,0
301.5,50.7,206,0
301.8,68.9,135,0
301.3,40.7,54,0
298.3,46.2,10,0
297.9,33.5,212,0
299.8,24.8,113,0
303.0,44.2,115,3
300.6,39.8,94,0
301.4,34.2,94,0
302.8,47.2,223,0
298.5,60.8,96,0
304.2,33.4,146,0
298.8,22.0,134,0
300.8,36.0,23,0
302.5,29.1,46,0
300.3,38.4,51,0
304.0,42.7,198,0
300.8,45.8,6,0
300.9,48.6,76,0
301.8,30.8,74,0
300.4,32.3,167,0
302.4,31.5,49,0
298.9,33.4,58,0
302.3,33.4,112,0
298.9,48.6,161,0
299.0,22.3,102,0
301.9,47.9,80,0
301.2,41.6,117,0
298.3,47.8,99,0
300.5,48.4,194,0
297.2,20.3,186,0
297.4,42.4,190,0
299.3,28.4,188,0
302.3,40.4,22,0
299.8,32.1,183,0
298.5,36.0,97,0
300.2,61.7,74,0
298.6,33.4,99,0
299.6,50.4,98,0
302.5,37.3,168,0
297.0,30.7,124,0
302.2,53.2,159,3
298.8,54.1,171,0
298.9,35.6,48,0
300.7,38.1,34,0
300.8,46.3,187,0
302.5,36.0,44,0
299.0,40.0,181,0
301.3,24.3,174,0
301.2,52.9,208,2
299.8,61.7,134,0
297.8,43.7,8,0
302.5,35.0,157,0
298.5,22.0,196,0
300.2,43.4,24,0
300.2,29.2,42,0
300.5,23.0,103,0
301.4,44.3,21,0
299.3,62.0,47,0
299.5,40.9,104,0
300.3,49.4,77,0
297.9,45.0,104,0
296.9,28.8,60,0
302.3,45.6,59,0
297.2,44.3,163,0
302.3,43.2,206,0
299.0,35.4,199,0
303.5,41.0,56,0
298.2,36.2,28,0
300.6,23.0,242,0
302.1,20.1,21,0
296.9,41.6,139,0
296.9,24.6,91,0
299.2,50.4,220,2
303.5,45.7,89,0
298.5,60.9,187,2
300.7,38.3,102,0
300.7,22.0,74,0
297.2,25.4,163,0
301.8,50.1,149,0
299.3,24.7,187,0
297.5,30.0,54,0
300.4,48.1,26,0
297.9,30.3,64,0
301.5,33.8,57,0
301.6,20.7,178,0
295.7,44.3,37,0
301.0,45.6,137,0
303.4,47.1,213,0
297.5,38.1,106,0
300.1,35.4,14,0
299.2,26.4,19,0
300.6,28.0,36,0
301.9,29.8,94,0
299.9,32.8,213,0
299.3,50.5,136,0
298.2,33.7,32,0
300.8,25.6,105,0
300.3,42.5,137,0
299.0,55.2,103,0
301.9,33.4,87,0
300.3,53.8,125,0
299.2,29.0,199,0
303.4,36.3,113,0
297.8,51.7,183,0
301.7,38.3,49,0
297.6,38.3,39,0
298.2,55.7,0,0
303.1,42.1,138,0
298.1,53.9,52,0
301.7,36.7,130,0
303.8,42.2,25,0
300.8,29.0,8,0
298.3,27.3,170,0
303.8,41.3,175,0
302.9,37.8,92,0
302.9,52.1,145,0
303.5,51.9,77,0
299.9,18.1,62,0
303.7,51.0,152,0
302.6,53.2,0,0
300.2,45.7,41,0
302.9,48.7,26,0
302.1,28.7,83,0
298.9,39.1,119,0
301.9,21.7,62,0
300.9,56.1,35,0
299.8,30.3,204,0
301.9,21.5,92,0
301.2,39.6,102,0
301.1,16.7,79,0
300.8,31.9,178,0
303.7,36.0,125,0
300.4,40.3,166,0
302.6,51.7,32,0
300.2,38.7,48,0
302.0,41.1,26,0
298.4,50.3,110,0
304.0,42.4,113,0
298.2,43.5,37,0
299.8,53.9,110,0
298.0,41.7,35,0
301.3,44.2,76,0
297.7,19.8,39,0
297.3,61.5,56,0
298.9,50.7,185,0
300.5,30.2,139,0
301.3,44.5,78,0
302.8,46.1,4,0
299.5,41.5,183,0
302.2,44.2,57,0
299.4,48.2,24,0
300.6,31.8,52,0
299.7,44.1,60,0
298.3,46.1,5,0
299.1,49.5,165,0
302.4,29.7,125,0
300.1,42.8,50,0
301.9,39.3,32,0
303.6,31.7,97,0
301.7,42.2,85,0
297.8,44.8,170,0
302.6,30.3,36,0
298.8,29.4,95,0
302.7,26.3,9,0
303.5,34.2,107,0
299.0,32.4,161,0
303.6,53.7,214,0
304.1,38.4,72,0
296.8,45.9,182,0
302.5,20.3,50,0
300.9,30.9,200,0
301.2,30.0,40,0
302.3,35.7,197,0
295.7,34.9,84,0
299.5,49.2,179,0
296.9,41.8,184,0
298.8,39.5,89,0
297.8,30.3,62,0
298.4,33.0,61,0
302.9,32.2,17,0
303.5,35.2,29,0
299.1,48.8,76,0
300.1,35.2,21,0
296.3,58.6,29,0
301.8,39.4,70,0
303.4,29.6,122,0
298.9,34.1,80,0
300.8,43.2,113,0
303.2,43.1,20,0
298.2,54.9,45,0
300.8,36.1,198,0
295.6,49.2,158,0
300.6,40.4,55,0
303.5,54.2,177,0
298.9,45.4,4,0
300.9,29.1,14,0
298.6,27.6,143,0
295.5,45.3,205,0
299.9,30.5,13,0
297.8,41.2,155,0
298.1,37.8,203,0
300.7,44.5,176,0
300.0,49.6,101,0
301.8,52.3,68,0
298.8,35.3,149,0
297.0,31.6,147,0
302.7,35.1,128,0
301.3,49.2,212,0
296.4,36.8,46,0
300.1,57.3,48,0
300.6,51.2,58,0
299.0,23.0,198,0
298.8,38.6,127,0
301.9,41.5,51,0
301.2,46.1,67,0
301.0,35.3,73,0
297.9,27.5,118,0
298.1,30.5,22,0
298.6,28.3,64,0
300.3,30.8,48,0
298.1,25.1,118,0
304.1,44.6,113,0
299.2,43.5,224,0
299.1,35.2,240,0
302.3,41.3,182,0
295.5,52.4,202,0
300.6,41.2,127,0
302.3,47.9,174,0
296.4,37.4,75,0
298.4,38.8,97,0
299.3,40.3,125,0
297.4,43.4,116,0
304.0,46.0,128,0
300.7,50.8,75,0
300.7,34.6,131,0
298.3,41.2,105,0
299.6,37.3,31,0
298.8,36.8,97,0
302.1,36.2,47,0
302.2,31.4,89,0
297.1,53.5,153,0
300.7,14.3,135,0
303.3,30.0,80,0
298.4,40.8,139,0
300.0,28.9,82,0
302.8,27.0,200,0
298.4,29.6,81,0
301.5,25.5,120,0
303.7,27.6,170,0
300.5,51.1,193,0
301.2,52.6,23,0
295.6,33.6,81,0
300.6,29.4,134,0
300.7,27.5,73,0
303.8,29.3,178,0
302.2,29.2,5,0
297.2,24.1,54,0
300.7,34.9,7,0
298.5,34.6,46,0
299.8,32.5,124,0
300.3,36.4,0,0
297.3,35.7,120,0
299.1,55.6,108,0
298.4,41.3,159,0
298.1,46.5,143,0
296.7,39.2,35,0
300.7,27.0,190,0
299.1,52.8,41,0
300.9,36.0,204,0
301.3,33.0,145,0
299.8,42.9,124,0
302.6,33.9,119,0
300.1,42.5,61,0
298.8,55.8,202,0
299.7,34.5,6,0
299.8,56.7,7,0
297.5,36.4,112,0
300.6,41.0,213,0
298.2,31.7,74,0
300.3,52.7,13,0
298.0,42.6,2,0
301.2,30.0,120,0
298.4,23.7,83,0
302.7,48.7,4,0
299.1,39.7,151,0
299.3,40.5,24,0
298.4,27.8,21,0
298.1,56.2,113,0
300.6,48.5,78,0
303.6,31.6,52,0
298.6,39.0,4,0
302.6,31.8,23,0
300.1,12.5,64,1
299.9,51.4,185,0
299.9,35.8,175,0
296.9,43.3,120,0
302.0,36.0,23,0
295.6,50.0,14,0
301.3,40.8,11,0
303.6,49.0,162,0
300.7,31.5,123,0
302.7,36.7,74,0
298.1,36.2,95,0
302.6,36.0,162,0
302.4,28.9,179,0
300.7,45.9,146,0
302.2,47.5,167,0
301.6,19.7,12,0
295.8,54.6,87,0
298.4,35.8,18,0
298.1,26.9,83,0
298.0,43.7,37,0
298.4,31.1,166,5
298.6,48.0,42,0
303.8,32.9,207,0
298.2,38.8,124,0
299.4,46.3,173,0
302.3,43.3,171,0
298.9,65.7,191,1
297.5,39.7,32,0
300.9,14.4,201,0
298.2,54.5,82,0
301.7,19.3,180,0
297.5,45.3,129,0
301.0,36.4,105,0
297.7,53.4,162,0
300.3,31.4,32,0
298.6,51.4,52,0
298.6,38.1,89,0
301.5,45.1,97,0
300.0,31.9,0,0
299.2,28.9,150,0
298.8,33.7,143,0
303.3,30.5,7,0
300.2,31.3,38,0
303.2,53.8,8,3
298.3,49.6,75,0
298.2,34.6,161,0
300.5,31.2,57,0
300.8,20.5,111,0
298.3,28.9,147,0
302.3,50.3,183,0
301.0,37.5,176,0
298.8,34.4,149,0
297.1,49.1,179,0
301.3,23.9,76,0
301.3,36.0,213,0
301.5,33.5,157,0
300.2,47.4,21,0
297.0,37.4,98,0
298.1,28.8,41,0
300.4,43.3,66,0
297.5,44.8,5,0
303.4,41.7,132,0
300.8,36.2,144,0
298.3,42.3,86,0
302.0,44.9,15,0
299.6,41.3,0,0
302.0,38.6,52,0
297.4,37.0,147,0
302.8,57.8,172,0
297.5,39.9,160,0
301.5,36.6,202,0
297.5,37.2,103,0
295.8,35.1,111,0
300.1,42.0,206,0
302.0,40.0,199,0
298.3,46.9,65,0
302.5,38.4,188,0
297.3,30.2,80,0
301.1,40.9,125,0
301.8,43.3,60,0
299.8,34.2,96,0
303.8,37.2,203,0
296.2,41.8,20,0
298.7,42.8,197,0
302.4,31.6,121,0
298.8,48.5,120,0
296.9,46.9,105,0
298.7,69.7,64,1
304.2,41.3,161,0
299.6,20.4,60,0
298.2,36.5,182,0
298.3,42.0,103,0
299.0,35.8,64,0
299.0,40.6,67,0
300.8,32.5,143,0
301.0,46.1,145,0
302.3,47.2,173,0
303.8,29.6,147,0
299.5,44.6,13,0
303.8,36.6,134,0
302.4,43.4,141,0
301.1,25.8,121,0
298.8,37.7,170,0
297.7,48.8,183,0
299.8,41.2,105,0
297.1,42.1,148,0
299.2,29.4,23,0
298.5,58.7,123,0
302.3,34.7,75,0
297.5,39.3,112,0
298.4,52.7,196,0
300.2,41.8,128,0
297.8,37.9,33,0
301.7,45.8,70,0
301.9,40.8,59,0
303.5,45.6,10,0
301.4,45.4,177,0
300.4,56.1,177,0
301.1,37.7,153,0
303.7,46.2,98,0
297.8,26.0,222,0
301.7,31.3,78,0
296.7,50.7,197,0
297.4,41.3,165,0
298.9,20.0,98,0
297.0,24.2,97,0
302.4,54.6,176,0
296.6,37.4,88,0
302.0,27.1,175,0
301.5,26.2,8,0
299.0,30.6,14,0
300.0,33.5,135,0
296.9,38.8,189,0
301.2,37.9,164,0
296.7,36.3,233,0
300.1,48.8,50,0
302.4,48.5,81,0
299.0,24.4,180,0
302.2,52.8,176,0
297.3,37.0,54,0
300.7,42.8,121,0
302.4,50.6,133,0
299.1,56.1,110,0
299.1,14.6,95,0
297.4,58.1,129,0
300.0,44.5,0,0
297.4,60.3,50,0
302.8,33.4,82,0
298.7,33.1,68,0
297.4,35.0,183,0
303.5,44.5,76,0
298.0,51.2,215,0
302.9,23.6,96,0
302.6,19.2,174,0
301.0,64.4,177,2
300.8,35.6,114,0
297.6,25.4,202,0
297.8,30.0,110,0
297.4,45.9,49,0
298.1,40.8,50,0
303.4,41.6,34,3
301.0,43.9,165,0
301.1,19.8,162,0
298.7,31.4,180,0
300.9,38.4,31,0
299.3,40.6,123,0
301.0,34.9,162,0
298.9,43.4,50,0
297.8,40.4,2,0
297.7,36.5,55,0
299.2,39.4,0,0
300.4,31.7,133,0
299.1,41.6,183,0
298.9,47.8,116,0
298.7,34.3,136,0
301.1,67.9,10,1
300.5,35.9,204,0
303.6,39.8,21,0
299.7,37.2,203,0
299.2,29.5,95,0
300.4,42.8,104,0
298.8,47.4,90,0
303.9,32.3,127,0
302.3,31.5,199,0
298.9,42.8,138,0
297.7,41.8,16,0
297.3,31.1,8,0
297.4,34.3,83,0
299.1,43.2,80,0
301.0,44.2,116,0
299.4,58.2,135,0
300.4,29.0,52,0
300.7,38.2,218,0
298.5,48.1,32,0
301.5,39.9,53,0
303.7,52.7,66,3
301.9,54.9,126,3
298.4,32.7,94,0
301.0,41.4,121,0
304.2,51.6,47,0
298.9,37.7,166,0
301.4,35.2,153,0
298.5,33.3,41,0
299.1,25.2,34,0
297.4,31.9,161,0
297.6,39.5,137,0
297.3,34.4,193,0
302.6,34.3,31,0
300.7,38.7,129,0
297.9,50.5,38,0
304.4,38.9,199,0
301.3,47.5,197,0
300.3,28.8,56,0
302.6,40.4,105,0
297.1,42.8,169,0
299.2,39.1,188,0
298.1,55.1,42,0
300.7,38.5,148,0
298.1,41.8,93,0
301.6,46.5,82,0
299.0,50.7,112,0
295.5,36.2,12,0
296.3,28.4,56,0
